id_distrito,id_delegacion,id_seccion,tipo_casilla,clave_mdc,id_tipo_eleccion,tipo_acta,votos_part_1,votos_part_2,votos_part_3,votos_part_4,votos_part_5,votos_part_6,votos_part_7,votos_part_8,votos_part_9,votos_part_10,votos_part_11,votos_part_12,total_votos_cc1,total_votos_cc2,total_votos_cc3,votos_nulos,votacion_total,boletas_sob,ciu_votaron,boletas_extraidas,id_usuario,fecha_alta,fecha_modif,estatus
1,5,882,C1,882-C1,3,1,28,46,130,10,15,6,5,0,0,44,0,0,0,190,0,24,308,222,309,308,123,01/07/2012 21:40,01/07/2012 21:40,T
1,5,899,B,899-B,1,1,32,54,169,22,7,13,10,0,11,72,0,0,72,276,0,8,398,261,402,398,123,01/07/2012 21:47,01/07/2012 21:47,T
1,5,899,B,899-B,2,1,50,64,155,16,7,14,12,0,9,62,0,0,80,247,0,10,399,261,402,399,123,01/07/2012 21:48,01/07/2012 21:48,T
1,5,899,B,899-B,3,1,49,81,116,17,14,17,15,0,0,66,0,0,0,216,0,23,398,261,402,398,123,01/07/2012 21:48,01/07/2012 21:48,T
1,5,912,C2,912-C2,1,1,28,33,135,19,3,10,1,0,11,41,0,0,47,205,0,5,286,242,286,528,123,01/07/2012 21:42,01/07/2012 21:42,T
1,5,912,C2,912-C2,2,1,22,34,135,19,4,5,8,0,11,41,0,0,49,200,0,7,286,242,286,528,123,01/07/2012 21:42,01/07/2012 21:42,T
1,5,912,C2,912-C2,3,1,33,44,104,19,7,11,7,0,0,41,0,0,0,175,0,20,286,242,286,528,123,01/07/2012 21:42,01/07/2012 21:42,T
1,5,913,B,913-B,1,1,34,31,155,13,1,10,3,0,8,50,0,0,40,228,0,4,309,218,309,309,123,01/07/2012 21:36,01/07/2012 21:36,T
1,5,913,B,913-B,2,1,42,34,139,13,4,10,6,0,6,47,0,0,44,209,0,7,308,218,309,308,123,01/07/2012 21:36,01/07/2012 21:36,T
1,5,913,B,913-B,3,1,48,34,130,10,8,11,8,0,0,47,0,0,0,198,0,13,309,218,309,309,123,01/07/2012 21:37,01/07/2012 21:37,T
1,5,919,C1,919-C1,2,1,53,43,178,24,10,15,12,0,10,49,0,0,63,266,0,10,404,262,404,404,123,01/07/2012 21:31,01/07/2012 21:31,T
1,5,919,C1,919-C1,3,1,52,63,151,21,18,18,12,0,0,51,0,0,0,241,0,18,404,262,404,404,123,01/07/2012 21:32,01/07/2012 21:32,T
1,5,966,B,966-B,1,1,22,40,145,21,5,5,1,0,9,59,0,0,54,230,0,4,311,208,311,311,123,01/07/2012 21:46,01/07/2012 21:46,T
1,5,966,B,966-B,2,1,29,28,144,16,9,12,8,0,8,50,0,0,45,222,0,6,310,208,311,311,123,01/07/2012 21:47,01/07/2012 21:47,T
1,5,966,B,966-B,3,1,26,54,117,24,12,12,6,0,0,45,0,0,0,198,0,14,310,208,311,311,123,01/07/2012 21:47,01/07/2012 21:47,T
1,5,966,C2,966-C2,1,1,17,28,173,7,5,4,4,0,4,42,0,0,37,226,0,3,287,226,288,288,123,01/07/2012 21:45,01/07/2012 21:45,T
1,5,966,C2,966-C2,2,1,21,30,155,10,5,6,4,0,9,43,0,0,44,214,0,6,289,226,288,288,123,01/07/2012 21:45,01/07/2012 21:45,T
1,5,966,C2,966-C2,3,1,25,37,145,9,10,8,4,0,0,33,0,0,0,195,0,16,287,226,288,288,123,01/07/2012 21:46,01/07/2012 21:46,T
1,5,829,B,829-B,1,1,26,38,137,25,2,14,10,0,10,87,0,0,50,263,0,9,358,0,394,0,123,01/07/2012 21:48,01/07/2012 21:48,T
1,5,829,B,829-B,2,1,28,38,166,20,7,18,15,0,14,76,0,0,59,280,0,12,394,324,394,394,123,01/07/2012 21:49,01/07/2012 21:49,T
1,5,829,B,829-B,3,1,29,55,145,20,7,12,29,0,0,73,0,0,0,250,0,24,394,324,394,394,123,01/07/2012 21:49,01/07/2012 21:49,T
1,5,829,C1,829-C1,1,1,27,51,176,24,7,10,8,0,15,83,0,0,73,293,0,3,404,314,404,404,123,01/07/2012 21:52,01/07/2012 21:52,T
1,5,829,C1,829-C1,2,1,26,56,173,17,8,16,14,0,11,58,0,0,75,264,0,5,384,314,404,404,123,01/07/2012 21:52,01/07/2012 21:52,T
1,5,829,C1,829-C1,3,1,29,63,150,22,12,14,18,0,0,76,0,0,0,262,0,20,404,314,404,404,123,01/07/2012 21:53,01/07/2012 21:53,T
1,5,865,C5,865-C5,1,1,22,52,158,13,6,10,4,0,20,78,0,0,78,259,0,5,368,314,368,368,123,01/07/2012 22:08,01/07/2012 22:08,T
1,5,865,C5,865-C5,2,1,19,43,159,16,12,9,5,0,21,74,0,0,76,258,0,9,367,314,367,367,123,01/07/2012 22:08,01/07/2012 22:08,T
1,5,865,C5,865-C5,3,1,27,53,139,15,15,12,9,0,0,69,0,0,0,235,0,11,350,314,368,368,123,01/07/2012 22:08,01/07/2012 22:08,T
1,5,868,B,868-B,1,1,34,48,120,19,6,10,7,0,9,54,0,0,63,203,0,9,316,284,316,317,123,01/07/2012 21:57,01/07/2012 21:57,T
1,5,868,B,868-B,2,1,27,48,120,18,10,9,11,0,9,34,0,0,67,181,0,10,296,284,316,317,123,01/07/2012 21:57,01/07/2012 21:57,T
1,5,868,B,868-B,3,1,39,52,100,16,16,9,11,0,0,52,0,0,0,177,0,22,317,284,317,317,123,01/07/2012 21:57,01/07/2012 21:57,T
1,5,868,C1,868-C1,1,1,36,46,134,22,8,7,8,0,10,45,0,0,64,208,0,12,328,277,324,324,123,01/07/2012 22:02,01/07/2012 22:02,T
1,5,868,C1,868-C1,2,1,34,46,130,14,9,7,16,0,11,47,0,0,66,198,0,10,324,277,324,324,123,01/07/2012 22:02,01/07/2012 22:02,T
1,5,868,C1,868-C1,3,1,34,61,100,23,12,8,23,0,0,38,0,0,0,169,0,24,323,277,323,323,123,01/07/2012 22:02,01/07/2012 22:02,T
1,5,875,C1,875-C1,1,1,20,56,185,11,6,16,2,0,17,43,0,0,79,255,0,10,366,259,366,366,123,01/07/2012 21:55,01/07/2012 21:55,T
1,5,875,C1,875-C1,2,1,17,39,201,12,8,12,7,0,17,39,0,0,64,264,0,14,366,259,366,366,123,01/07/2012 21:55,01/07/2012 21:55,T
1,5,875,C1,875-C1,3,1,25,46,168,17,14,13,13,0,0,39,0,0,0,237,0,31,366,259,366,366,123,01/07/2012 21:55,01/07/2012 21:55,T
1,5,894,C1,894-C1,1,1,15,33,152,18,6,16,4,0,10,73,0,0,49,259,0,13,340,256,340,340,123,01/07/2012 21:58,01/07/2012 21:58,T
1,5,894,C1,894-C1,2,1,16,36,146,18,7,18,7,0,10,59,0,0,53,241,0,18,335,256,335,335,123,01/07/2012 21:59,01/07/2012 21:59,T
1,5,894,C1,894-C1,3,1,21,47,119,18,16,20,11,0,0,53,0,0,0,210,0,33,338,256,338,338,123,01/07/2012 21:59,01/07/2012 21:59,T
1,5,899,C1,899-C1,1,1,49,65,177,25,1,11,6,0,15,51,0,0,81,264,0,6,406,261,386,0,123,01/07/2012 21:51,01/07/2012 21:51,T
1,5,899,C1,899-C1,2,1,57,68,162,26,12,6,6,0,12,51,0,0,92,245,0,5,405,262,386,405,123,01/07/2012 21:51,01/07/2012 21:51,T
1,5,899,C1,899-C1,3,1,60,82,131,26,14,9,19,0,0,45,0,0,0,211,0,21,407,261,386,407,123,01/07/2012 21:51,01/07/2012 21:51,T
1,5,914,C1,914-C1,1,1,35,43,227,22,2,22,9,0,15,69,0,0,60,340,0,6,450,255,450,450,123,01/07/2012 22:10,01/07/2012 22:10,T
1,5,914,C1,914-C1,2,1,48,40,217,13,8,24,11,0,16,63,0,0,64,317,0,8,448,255,448,448,123,01/07/2012 22:10,01/07/2012 22:10,T
1,5,914,C1,914-C1,3,1,49,56,191,19,12,25,16,0,0,13,0,0,0,248,0,69,450,255,450,450,123,01/07/2012 22:11,01/07/2012 22:11,T
1,5,927,B,927-B,1,1,29,37,167,10,5,7,3,0,8,44,0,0,50,228,0,4,314,224,314,314,123,01/07/2012 22:06,01/07/2012 22:06,T
1,5,927,B,927-B,2,1,27,29,165,14,7,13,5,0,8,37,0,0,44,229,0,9,314,224,314,314,123,01/07/2012 22:06,01/07/2012 22:06,T
1,5,927,B,927-B,3,1,23,43,143,14,14,12,11,0,0,37,0,0,0,206,0,17,314,224,314,314,123,01/07/2012 22:07,01/07/2012 22:07,T
1,5,927,C1,927-C1,1,1,26,45,150,18,4,5,7,0,12,48,0,0,61,221,0,7,322,218,320,322,123,01/07/2012 22:04,01/07/2012 22:04,T
1,5,927,C1,927-C1,2,1,29,44,155,12,7,11,5,0,9,44,0,0,60,222,0,7,323,218,320,323,123,01/07/2012 22:05,01/07/2012 22:05,T
1,5,927,C1,927-C1,3,1,34,48,140,16,6,6,6,0,0,43,0,0,0,205,0,23,322,218,320,322,123,01/07/2012 22:05,01/07/2012 22:05,T
1,5,937,C2,937-C2,1,1,30,51,128,12,2,3,7,0,6,44,0,0,59,187,0,6,289,297,289,289,123,01/07/2012 22:03,01/07/2012 22:03,T
1,5,937,C2,937-C2,2,1,37,51,125,14,3,5,8,0,0,41,0,0,54,185,0,5,289,297,289,289,123,01/07/2012 22:03,01/07/2012 22:03,T
1,5,937,C2,937-C2,3,1,34,64,111,11,11,2,11,0,0,36,0,0,0,160,0,9,289,297,289,289,123,01/07/2012 22:04,01/07/2012 22:04,T
1,5,848,B,848-B,1,1,13,32,133,10,7,8,8,0,12,52,0,0,51,203,0,13,288,267,288,288,123,01/07/2012 22:27,01/07/2012 22:27,T
1,5,855,B,855-B,1,1,65,41,182,21,0,9,5,0,16,62,0,0,57,274,0,9,410,298,424,410,123,01/07/2012 22:26,01/07/2012 22:26,T
1,5,860,C1,860-C1,1,1,36,37,207,24,5,10,9,0,8,65,0,0,50,306,0,8,409,299,409,409,123,01/07/2012 22:25,01/07/2012 22:25,T
1,5,860,C2,860-C2,1,1,31,43,184,22,9,14,5,0,19,73,0,0,71,293,0,8,408,299,408,414,123,01/07/2012 22:24,01/07/2012 22:24,T
1,5,884,C1,884-C1,1,1,48,45,214,10,5,14,3,0,13,72,0,0,63,310,0,8,432,311,433,433,123,01/07/2012 22:23,01/07/2012 22:23,T
1,5,890,C1,890-C1,1,1,29,38,145,17,4,10,5,0,8,52,0,0,50,224,0,2,310,215,310,310,123,01/07/2012 22:22,01/07/2012 22:22,T
1,5,860,B,860-B,1,1,37,51,189,24,9,4,7,0,13,88,0,0,73,305,0,6,428,285,428,428,123,01/07/2012 22:21,01/07/2012 22:21,T
1,5,928,C1,928-C1,1,1,25,47,174,11,3,8,12,0,11,65,0,0,61,258,0,2,358,245,358,358,123,01/07/2012 22:19,01/07/2012 22:19,T
1,5,825,B,825-B,1,1,35,41,180,21,3,8,4,0,15,72,0,0,59,281,0,10,389,393,390,389,123,01/07/2012 22:18,01/07/2012 22:18,T
1,5,919,B,919-B,1,1,50,46,205,17,4,6,6,0,8,66,0,0,58,294,0,8,416,249,416,416,123,01/07/2012 22:17,01/07/2012 22:17,T
1,5,942,B,942-B,1,1,27,23,126,19,3,6,4,0,8,40,0,0,34,191,0,2,258,176,258,258,123,01/07/2012 22:16,01/07/2012 22:16,T
1,5,927,C2,927-C2,1,1,25,47,148,12,1,7,5,0,15,53,0,0,63,220,0,7,320,219,320,320,123,01/07/2012 22:14,01/07/2012 22:14,T
1,5,934,C1,934-C1,1,1,28,28,135,2,3,6,2,0,11,51,0,0,42,194,0,8,274,164,274,274,123,01/07/2012 22:11,01/07/2012 22:11,T
1,5,848,B,848-B,2,1,13,32,131,11,9,4,10,0,14,51,0,0,55,197,0,13,288,267,288,288,123,01/07/2012 22:28,01/07/2012 22:28,T
1,5,855,B,855-B,2,1,62,41,163,29,10,10,9,0,19,54,0,0,70,256,0,13,410,298,424,410,123,01/07/2012 22:27,01/07/2012 22:27,T
1,5,860,C1,860-C1,2,1,24,34,207,25,9,14,15,0,7,58,0,0,50,304,0,18,411,303,411,411,123,01/07/2012 22:26,01/07/2012 22:26,T
1,5,860,C2,860-C2,2,1,30,41,208,17,7,13,11,0,17,69,0,0,65,307,0,10,423,299,408,414,123,01/07/2012 22:24,01/07/2012 22:24,T
1,5,884,C1,884-C1,2,1,45,41,202,10,17,18,11,0,13,70,0,0,71,300,0,6,433,311,433,433,123,01/07/2012 22:23,01/07/2012 22:23,T
1,5,890,C1,890-C1,2,1,20,42,146,18,6,9,9,0,10,45,0,0,58,218,0,5,310,215,310,310,123,01/07/2012 22:22,01/07/2012 22:22,T
1,5,860,B,860-B,2,1,43,53,167,26,11,4,16,0,13,82,0,0,77,279,0,13,428,283,428,428,123,01/07/2012 22:21,01/07/2012 22:21,T
1,5,928,C1,928-C1,2,1,38,46,167,11,4,13,11,0,12,53,0,0,62,244,0,3,358,245,358,358,123,01/07/2012 22:19,01/07/2012 22:19,T
1,5,825,B,825-B,2,1,30,33,192,15,6,7,12,0,14,76,0,0,53,290,0,0,385,393,390,389,123,01/07/2012 22:18,01/07/2012 22:18,T
1,5,919,B,919-B,2,1,55,55,164,24,10,8,16,0,10,65,0,0,75,261,0,9,416,249,416,416,123,01/07/2012 22:17,01/07/2012 22:17,T
1,5,942,B,942-B,2,1,28,33,111,16,8,9,7,0,8,36,0,0,49,172,0,4,260,176,260,260,123,01/07/2012 22:16,01/07/2012 22:16,T
1,5,927,C2,927-C2,2,1,24,39,151,14,6,6,9,0,14,49,0,0,59,220,0,8,320,219,320,320,123,01/07/2012 22:15,01/07/2012 22:15,T
1,5,934,C1,934-C1,2,1,32,29,124,5,4,10,6,0,12,42,0,0,45,181,0,10,274,164,274,274,123,01/07/2012 22:12,01/07/2012 22:12,T
1,5,848,B,848-B,3,1,14,33,113,14,25,6,15,0,0,40,0,0,0,173,0,29,289,267,288,288,123,01/07/2012 22:28,01/07/2012 22:28,T
1,5,855,B,855-B,3,1,82,62,128,22,15,11,14,0,0,46,0,0,0,207,0,30,410,298,424,410,123,01/07/2012 22:27,01/07/2012 22:27,T
1,5,860,C1,860-C1,3,1,27,53,182,25,18,16,12,0,0,59,0,0,0,282,0,18,410,300,410,410,123,01/07/2012 22:26,01/07/2012 22:26,T
1,5,860,C2,860-C2,3,1,29,56,166,24,22,18,11,0,0,69,0,0,0,277,0,26,421,299,408,414,123,01/07/2012 22:25,01/07/2012 22:25,T
1,5,884,C1,884-C1,3,1,59,52,173,13,17,15,14,0,0,65,0,0,0,266,0,25,433,311,433,433,123,01/07/2012 22:24,01/07/2012 22:24,T
1,5,890,C1,890-C1,3,1,33,54,105,21,9,12,12,0,0,47,0,0,0,185,0,17,310,215,310,310,123,01/07/2012 22:23,01/07/2012 22:23,T
1,5,860,B,860-B,3,1,48,63,151,21,25,4,14,0,0,74,0,0,0,250,0,28,428,285,428,428,123,01/07/2012 22:22,01/07/2012 22:22,T
1,5,928,C1,928-C1,3,1,35,56,133,12,11,13,22,0,0,56,0,0,0,214,0,20,358,245,358,358,123,01/07/2012 22:20,01/07/2012 22:20,T
1,5,825,B,825-B,3,1,34,46,154,21,14,11,17,0,0,61,0,0,0,247,0,31,389,393,390,389,123,01/07/2012 22:19,01/07/2012 22:19,T
1,5,919,B,919-B,3,1,60,63,142,19,8,12,23,0,0,60,0,0,0,233,0,29,416,249,416,416,123,01/07/2012 22:17,01/07/2012 22:17,T
1,5,942,B,942-B,3,1,36,43,79,19,10,8,10,0,0,38,0,0,0,144,0,13,256,176,256,256,123,01/07/2012 22:17,01/07/2012 22:17,T
1,5,927,C2,927-C2,3,1,30,50,127,9,11,6,10,0,0,48,0,0,0,190,0,20,311,219,320,320,1,01/07/2012 22:15,01/07/2012 22:16,T
1,5,934,C1,934-C1,3,1,30,38,105,6,11,8,13,0,0,37,0,0,0,156,0,25,273,164,274,274,123,01/07/2012 22:12,01/07/2012 22:12,T
1,5,933,B,933-B,1,1,29,48,194,10,2,7,2,0,14,43,0,0,64,254,0,2,351,378,351,351,123,01/07/2012 22:50,01/07/2012 22:50,T
1,5,934,B,934-B,1,1,23,42,121,9,5,6,5,0,11,37,0,0,58,173,0,3,262,176,262,262,123,01/07/2012 22:48,01/07/2012 22:48,T
1,5,849,C1,849-C1,1,1,45,43,164,15,6,11,5,0,9,55,0,0,58,245,0,6,359,261,359,359,123,01/07/2012 22:47,01/07/2012 22:47,T
1,5,942,C1,942-C1,1,1,28,25,104,5,2,5,1,0,6,49,0,0,33,163,0,3,228,207,228,228,123,01/07/2012 22:46,01/07/2012 22:46,T
1,5,889,B,889-B,1,1,30,57,192,22,8,9,7,0,21,59,0,0,86,282,0,9,414,260,414,414,123,01/07/2012 22:45,01/07/2012 22:45,T
1,5,893,C2,893-C2,1,1,18,24,159,19,0,9,5,0,12,24,0,0,36,211,0,7,277,264,304,307,123,01/07/2012 22:44,01/07/2012 22:44,T
1,5,871,C1,871-C1,1,1,26,32,135,15,5,12,6,0,12,55,0,0,49,217,0,4,302,256,302,302,123,01/07/2012 22:42,01/07/2012 22:42,T
1,5,904,B,904-B,1,1,35,49,211,35,3,10,6,0,16,61,0,0,68,317,0,7,433,266,433,433,123,01/07/2012 22:41,01/07/2012 22:41,T
1,5,896,C1,896-C1,1,1,23,30,160,17,4,10,6,0,17,81,0,0,51,268,0,12,360,356,352,360,123,01/07/2012 22:39,01/07/2012 22:39,T
1,5,871,B,871-B,1,1,42,41,148,17,5,11,3,0,13,47,0,0,59,223,0,8,335,225,335,333,123,01/07/2012 22:37,01/07/2012 22:37,T
1,5,869,C1,869-C1,1,1,38,38,189,13,5,8,9,0,13,58,0,0,56,268,0,4,375,275,374,374,123,01/07/2012 22:36,01/07/2012 22:36,T
1,5,938,C1,938-C1,1,1,30,31,167,17,3,16,9,0,9,74,0,0,43,274,0,5,361,205,361,361,123,01/07/2012 22:34,01/07/2012 22:34,T
1,5,1077,B,1077-B,1,1,29,54,169,17,8,8,3,0,22,56,0,0,84,250,0,5,371,288,366,371,123,01/07/2012 22:31,01/07/2012 22:31,T
1,5,956,B,956-B,1,1,24,31,169,13,7,5,4,0,12,54,0,0,50,241,0,7,326,195,327,0,123,01/07/2012 22:30,01/07/2012 22:30,T
1,5,828,B,828-B,1,1,36,35,149,22,4,10,6,0,6,60,0,0,45,241,0,10,338,219,338,338,123,01/07/2012 22:29,01/07/2012 22:29,T
1,5,934,B,934-B,2,1,25,47,110,9,9,8,9,0,10,28,0,0,66,155,0,7,262,176,262,262,123,01/07/2012 22:49,01/07/2012 22:49,T
1,5,849,C1,849-C1,2,1,31,47,158,18,8,11,15,0,8,57,0,0,63,244,0,6,359,261,359,359,123,01/07/2012 22:47,01/07/2012 22:47,T
1,5,942,C1,942-C1,2,1,39,26,89,5,1,7,5,0,5,48,0,0,32,149,0,3,228,207,228,228,123,01/07/2012 22:46,01/07/2012 22:46,T
1,5,889,B,889-B,2,1,29,65,156,28,17,12,18,0,20,52,0,0,102,248,0,17,414,260,414,414,123,01/07/2012 22:45,01/07/2012 22:45,T
1,5,893,C2,893-C2,2,1,16,25,155,19,8,12,7,0,8,48,0,0,41,234,0,9,307,264,304,307,123,01/07/2012 22:44,01/07/2012 22:44,T
1,5,871,C1,871-C1,2,1,27,37,127,14,6,13,7,0,10,54,0,0,53,208,0,7,302,256,302,302,123,01/07/2012 22:43,01/07/2012 22:43,T
1,5,904,B,904-B,2,1,34,62,193,29,8,9,19,0,18,53,0,0,88,284,0,10,435,266,433,433,123,01/07/2012 22:42,01/07/2012 22:42,T
1,5,896,C1,896-C1,2,1,17,34,170,14,5,4,11,0,14,76,0,0,53,264,0,14,359,356,352,359,123,01/07/2012 22:40,01/07/2012 22:40,T
1,5,871,B,871-B,2,1,32,46,145,20,8,6,7,0,12,49,0,0,66,220,0,10,335,225,335,335,123,01/07/2012 22:38,01/07/2012 22:38,T
1,5,869,C1,869-C1,2,1,38,36,182,19,4,9,15,0,15,54,0,0,55,264,0,2,374,275,374,374,123,01/07/2012 22:37,01/07/2012 22:37,T
1,5,938,C1,938-C1,2,1,32,36,181,47,12,40,9,0,48,268,0,0,96,536,0,4,677,205,361,361,123,01/07/2012 22:34,01/07/2012 22:34,T
1,5,1077,B,1077-B,2,1,29,50,173,14,7,16,12,0,22,51,0,0,79,254,0,7,381,288,366,371,123,01/07/2012 22:32,01/07/2012 22:32,T
1,5,956,B,956-B,2,1,25,44,145,10,10,8,7,0,13,58,0,0,67,221,0,8,328,195,328,328,123,01/07/2012 22:31,01/07/2012 22:31,T
1,5,828,B,828-B,2,1,25,40,149,17,6,14,13,0,5,58,0,0,51,238,0,10,337,218,337,337,123,01/07/2012 22:29,01/07/2012 22:29,T
1,5,934,B,934-B,3,1,26,56,87,10,18,9,12,0,0,28,0,0,0,134,0,16,262,176,262,262,123,01/07/2012 22:49,01/07/2012 22:49,T
